market_access_id,ppa_id,date_id,region_id,access_level,reimbursement_status,patient_copay,restrictions,volume
MA0720,PPA070,D344,R004,Medium,Not Reimbursed,48,Step Therapy,7021
MA0721,PPA071,D314,R008,Low,Not Reimbursed,62,Quantity Limit,1577
MA0722,PPA071,D028,R002,Medium,Partially Reimbursed,71,Quantity Limit,2786
MA0723,PPA071,D354,R008,Low,Not Reimbursed,55,Prior Authorization,7462
MA0724,PPA071,D265,R010,Low,Partially Reimbursed,83,Step Therapy,8483
MA0725,PPA071,D073,R007,Low,Not Reimbursed,74,Step Therapy,819
MA0726,PPA071,D238,R002,High,Not Reimbursed,46,Step Therapy,2559
MA0727,PPA071,D331,R005,High,Partially Reimbursed,21,Step Therapy,940
MA0728,PPA071,D232,R005,Medium,Partially Reimbursed,58,Prior Authorization,3060
MA0729,PPA071,D047,R002,High,Partially Reimbursed,22,None,4246
MA0730,PPA072,D235,R007,Medium,Reimbursed,68,None,9067
MA0731,PPA072,D255,R005,Medium,Partially Reimbursed,65,Quantity Limit,3501
MA0732,PPA072,D256,R003,High,Reimbursed,13,Prior Authorization,701
MA0733,PPA072,D279,R007,High,Partially Reimbursed,46,Step Therapy,4989
MA0734,PPA072,D003,R005,Medium,Not Reimbursed,33,None,3020
MA0735,PPA073,D345,R006,Medium,Partially Reimbursed,54,Quantity Limit,7101
MA0736,PPA073,D146,R006,Low,Reimbursed,80,Prior Authorization,4596
MA0737,PPA073,D313,R010,Medium,Partially Reimbursed,63,Prior Authorization,3525
MA0738,PPA073,D339,R008,Low,Reimbursed,86,Step Therapy,8766
MA0739,PPA073,D355,R004,High,Reimbursed,48,Quantity Limit,4805
MA0740,PPA073,D359,R001,Medium,Partially Reimbursed,50,Prior Authorization,9523
MA0741,PPA073,D305,R008,Low,Partially Reimbursed,58,Step Therapy,8232
MA0742,PPA074,D324,R007,Medium,Partially Reimbursed,65,Prior Authorization,200
MA0743,PPA074,D255,R002,High,Partially Reimbursed,31,None,9421
MA0744,PPA074,D253,R009,Low,Not Reimbursed,61,Prior Authorization,5636
MA0745,PPA074,D093,R008,Low,Not Reimbursed,80,Step Therapy,2324
MA0746,PPA074,D313,R010,Medium,Reimbursed,59,Quantity Limit,8897
MA0747,PPA074,D120,R005,Medium,Partially Reimbursed,56,Quantity Limit,1017
MA0748,PPA074,D363,R004,Low,Partially Reimbursed,96,Step Therapy,9196
MA0749,PPA074,D149,R006,Low,Reimbursed,86,Step Therapy,5893
MA0750,PPA074,D100,R007,High,Not Reimbursed,27,Step Therapy,5656
MA0751,PPA074,D001,R001,Medium,Partially Reimbursed,40,Step Therapy,6482
MA0752,PPA074,D061,R003,High,Reimbursed,29,Prior Authorization,5252
MA0753,PPA074,D013,R003,Low,Reimbursed,76,Prior Authorization,3993
MA0754,PPA074,D239,R008,Medium,Partially Reimbursed,49,Prior Authorization,5053
MA0755,PPA075,D058,R001,Medium,Reimbursed,36,Quantity Limit,8556
MA0756,PPA075,D192,R005,Low,Not Reimbursed,63,Step Therapy,7626
MA0757,PPA075,D020,R006,Medium,Partially Reimbursed,63,None,5195
MA0758,PPA075,D104,R002,High,Partially Reimbursed,48,Step Therapy,5560
MA0759,PPA075,D048,R010,Medium,Not Reimbursed,36,Step Therapy,5219
MA0760,PPA075,D228,R008,High,Reimbursed,29,Prior Authorization,3538
MA0761,PPA075,D260,R006,Medium,Reimbursed,48,Prior Authorization,5328
MA0762,PPA076,D344,R003,Medium,Not Reimbursed,33,None,981
MA0763,PPA076,D061,R004,High,Reimbursed,21,Prior Authorization,9811
MA0764,PPA076,D140,R004,Low,Not Reimbursed,94,Prior Authorization,5926
MA0765,PPA076,D077,R002,Medium,Partially Reimbursed,42,Step Therapy,8840
MA0766,PPA076,D081,R008,High,Not Reimbursed,39,None,1622
MA0767,PPA076,D141,R003,Low,Not Reimbursed,79,Prior Authorization,7725
MA0768,PPA076,D059,R003,Medium,Reimbursed,44,None,4327
MA0769,PPA076,D008,R001,Medium,Partially Reimbursed,74,Quantity Limit,5512
MA0770,PPA076,D319,R007,Medium,Partially Reimbursed,31,None,1949
MA0771,PPA076,D287,R004,Medium,Partially Reimbursed,40,Prior Authorization,5811
MA0772,PPA076,D264,R005,Low,Not Reimbursed,82,Prior Authorization,1852
MA0773,PPA076,D053,R002,Medium,Partially Reimbursed,34,Quantity Limit,8828
MA0774,PPA077,D206,R003,High,Reimbursed,39,None,1699
MA0775,PPA077,D303,R007,Medium,Reimbursed,55,None,1881
MA0776,PPA077,D212,R005,Low,Not Reimbursed,99,Quantity Limit,5464
MA0777,PPA077,D123,R010,Medium,Partially Reimbursed,33,None,2376
MA0778,PPA077,D318,R006,Low,Not Reimbursed,90,Quantity Limit,2503
MA0779,PPA077,D125,R004,Low,Partially Reimbursed,84,Prior Authorization,9568
MA0780,PPA077,D281,R007,Medium,Reimbursed,73,Quantity Limit,5010
MA0781,PPA077,D082,R002,Low,Not Reimbursed,93,Prior Authorization,7222
MA0782,PPA077,D247,R007,Low,Not Reimbursed,72,Quantity Limit,9647
MA0783,PPA077,D197,R008,High,Partially Reimbursed,42,None,2189
MA0784,PPA077,D034,R008,Medium,Reimbursed,65,Quantity Limit,113
MA0785,PPA077,D175,R009,Low,Not Reimbursed,72,Prior Authorization,4723
MA0786,PPA078,D121,R007,High,Reimbursed,22,None,6002
MA0787,PPA078,D222,R008,Medium,Reimbursed,72,None,290
MA0788,PPA078,D360,R005,High,Partially Reimbursed,19,Prior Authorization,8074
MA0789,PPA078,D303,R005,Low,Not Reimbursed,58,Prior Authorization,6913
MA0790,PPA078,D202,R003,Medium,Not Reimbursed,74,Step Therapy,7074
MA0791,PPA079,D093,R009,Medium,Partially Reimbursed,35,Step Therapy,1549
MA0792,PPA079,D233,R003,High,Reimbursed,14,Prior Authorization,8934
MA0793,PPA079,D261,R006,Low,Partially Reimbursed,53,Quantity Limit,8865
MA0794,PPA079,D218,R005,High,Reimbursed,42,Quantity Limit,9503
MA0795,PPA079,D283,R006,Low,Partially Reimbursed,72,Quantity Limit,4927
MA0796,PPA079,D231,R004,Medium,Reimbursed,74,Quantity Limit,5081
MA0797,PPA079,D197,R010,Low,Not Reimbursed,66,Prior Authorization,7852
MA0798,PPA079,D182,R006,Low,Partially Reimbursed,53,Step Therapy,4880
MA0799,PPA079,D116,R008,Low,Not Reimbursed,68,Step Therapy,2177
MA0800,PPA079,D096,R002,Low,Reimbursed,100,Prior Authorization,2271
MA0801,PPA079,D310,R005,Low,Partially Reimbursed,66,None,1927
MA0802,PPA079,D004,R007,Low,Partially Reimbursed,87,Step Therapy,7417
MA0803,PPA079,D296,R002,Medium,Not Reimbursed,46,Quantity Limit,3969
MA0804,PPA079,D256,R008,Medium,Reimbursed,63,Quantity Limit,5717
MA0805,PPA080,D075,R003,Low,Partially Reimbursed,57,Prior Authorization,7702
MA0806,PPA080,D305,R005,Medium,Partially Reimbursed,60,Step Therapy,8824
MA0807,PPA080,D079,R007,High,Reimbursed,34,None,2478
MA0808,PPA080,D254,R003,Low,Not Reimbursed,50,Prior Authorization,7453
MA0809,PPA080,D212,R008,Medium,Partially Reimbursed,63,Step Therapy,772
MA0810,PPA080,D197,R004,High,Not Reimbursed,50,None,7174
MA0811,PPA081,D334,R006,High,Reimbursed,49,None,9834
MA0812,PPA081,D140,R002,Low,Not Reimbursed,63,Quantity Limit,2095
MA0813,PPA081,D172,R004,Low,Not Reimbursed,55,Quantity Limit,2228
MA0814,PPA081,D139,R007,Medium,Partially Reimbursed,71,Step Therapy,3127
MA0815,PPA081,D137,R002,High,Partially Reimbursed,26,None,1340
MA0816,PPA081,D051,R006,Low,Not Reimbursed,67,Step Therapy,5398
MA0817,PPA081,D131,R007,Medium,Reimbursed,34,Prior Authorization,1122
MA0818,PPA081,D336,R009,Medium,Partially Reimbursed,33,Prior Authorization,4436
MA0819,PPA081,D300,R001,High,Reimbursed,41,Quantity Limit,3387
MA0820,PPA081,D201,R001,Low,Partially Reimbursed,91,Step Therapy,2457
MA0821,PPA081,D237,R002,Low,Not Reimbursed,63,Step Therapy,1840
MA0822,PPA081,D346,R005,Medium,Partially Reimbursed,36,None,1253
MA0823,PPA081,D124,R003,Low,Not Reimbursed,99,Prior Authorization,8254
MA0824,PPA081,D345,R003,High,Partially Reimbursed,10,Quantity Limit,6497
MA0825,PPA082,D078,R005,High,Reimbursed,32,None,5061
MA0826,PPA082,D359,R005,Medium,Reimbursed,71,None,8859
MA0827,PPA082,D169,R008,Medium,Reimbursed,59,Quantity Limit,4850
MA0828,PPA082,D201,R009,Low,Partially Reimbursed,85,None,6394
MA0829,PPA082,D295,R001,Low,Partially Reimbursed,94,Prior Authorization,1849
MA0830,PPA082,D002,R003,Low,Not Reimbursed,81,Prior Authorization,7275
MA0831,PPA082,D264,R004,Low,Partially Reimbursed,52,Prior Authorization,9814
MA0832,PPA082,D363,R007,High,Reimbursed,14,Step Therapy,5141
MA0833,PPA082,D252,R008,Medium,Partially Reimbursed,58,Quantity Limit,368
MA0834,PPA083,D174,R002,Low,Partially Reimbursed,87,Prior Authorization,1280
MA0835,PPA083,D029,R009,High,Partially Reimbursed,41,Prior Authorization,7820
MA0836,PPA083,D173,R007,Low,Reimbursed,94,Step Therapy,335
MA0837,PPA083,D022,R005,High,Partially Reimbursed,29,Step Therapy,1694
MA0838,PPA083,D208,R007,Medium,Partially Reimbursed,67,None,1842
MA0839,PPA084,D255,R005,Low,Not Reimbursed,70,Quantity Limit,3593
MA0840,PPA084,D305,R009,High,Reimbursed,31,None,4587
MA0841,PPA084,D316,R010,High,Partially Reimbursed,20,Prior Authorization,9167
MA0842,PPA084,D113,R007,High,Reimbursed,47,None,1737
MA0843,PPA084,D033,R004,Low,Not Reimbursed,99,Prior Authorization,8078
MA0844,PPA084,D104,R010,High,Reimbursed,21,Quantity Limit,9827
MA0845,PPA085,D214,R006,Medium,Partially Reimbursed,30,Step Therapy,3244
MA0846,PPA085,D356,R005,High,Not Reimbursed,16,Prior Authorization,8942
MA0847,PPA085,D244,R010,Low,Partially Reimbursed,99,Step Therapy,3509
MA0848,PPA085,D355,R007,Medium,Reimbursed,37,Quantity Limit,7872
MA0849,PPA085,D065,R001,Medium,Reimbursed,72,Quantity Limit,985
MA0850,PPA085,D106,R002,Low,Partially Reimbursed,63,Prior Authorization,5577
MA0851,PPA085,D074,R005,Low,Not Reimbursed,98,Step Therapy,1810
MA0852,PPA085,D328,R010,Low,Reimbursed,84,Prior Authorization,576
MA0853,PPA085,D139,R007,Medium,Partially Reimbursed,34,Quantity Limit,7387
MA0854,PPA086,D297,R001,Low,Reimbursed,58,Prior Authorization,7727
MA0855,PPA086,D167,R006,Medium,Partially Reimbursed,51,Prior Authorization,4935
MA0856,PPA086,D215,R001,Low,Partially Reimbursed,100,Step Therapy,2884
MA0857,PPA086,D102,R005,Low,Not Reimbursed,64,Prior Authorization,8648
MA0858,PPA086,D347,R003,Medium,Not Reimbursed,43,Step Therapy,7681
MA0859,PPA086,D118,R007,Medium,Reimbursed,57,Step Therapy,4141
MA0860,PPA086,D057,R002,High,Reimbursed,47,None,9795
MA0861,PPA086,D117,R004,High,Not Reimbursed,10,None,824
MA0862,PPA086,D051,R005,High,Not Reimbursed,42,None,8801
MA0863,PPA086,D122,R002,Medium,Partially Reimbursed,74,Quantity Limit,7512
MA0864,PPA086,D212,R004,Medium,Reimbursed,65,Quantity Limit,6762
MA0865,PPA086,D103,R003,High,Reimbursed,28,None,1586
MA0866,PPA086,D193,R004,High,Reimbursed,29,None,7624
MA0867,PPA086,D113,R001,Low,Not Reimbursed,51,Quantity Limit,7698
MA0868,PPA087,D361,R001,Low,Not Reimbursed,84,Step Therapy,3493
MA0869,PPA087,D208,R007,Low,Reimbursed,71,Step Therapy,998
MA0870,PPA087,D095,R004,Low,Not Reimbursed,93,Prior Authorization,944
MA0871,PPA087,D190,R007,High,Reimbursed,39,Prior Authorization,6089
MA0872,PPA087,D321,R006,Medium,Reimbursed,65,Step Therapy,9287
MA0873,PPA087,D238,R003,Low,Not Reimbursed,58,Quantity Limit,4009
MA0874,PPA087,D325,R008,Low,Partially Reimbursed,80,Step Therapy,9604
MA0875,PPA088,D116,R001,Medium,Partially Reimbursed,53,Quantity Limit,1175
MA0876,PPA088,D165,R004,High,Partially Reimbursed,39,None,6500
MA0877,PPA088,D181,R005,High,Reimbursed,14,None,4621
MA0878,PPA088,D137,R006,High,Partially Reimbursed,41,None,3446
MA0879,PPA088,D258,R009,Low,Not Reimbursed,51,Prior Authorization,8970
MA0880,PPA088,D349,R005,High,Reimbursed,36,None,451
MA0881,PPA088,D217,R006,Medium,Reimbursed,31,Quantity Limit,3906
MA0882,PPA088,D142,R009,Low,Not Reimbursed,76,Step Therapy,5446
MA0883,PPA089,D304,R008,High,Partially Reimbursed,19,None,2015
MA0884,PPA089,D341,R003,High,Not Reimbursed,46,None,4366
MA0885,PPA089,D357,R004,Medium,Reimbursed,65,Step Therapy,5292
MA0886,PPA089,D272,R003,Medium,Reimbursed,58,Step Therapy,2763
MA0887,PPA089,D281,R009,Low,Partially Reimbursed,51,Prior Authorization,8282
MA0888,PPA089,D228,R002,High,Not Reimbursed,30,None,9048
MA0889,PPA089,D235,R003,Low,Partially Reimbursed,95,Prior Authorization,4848
MA0890,PPA089,D156,R010,Low,Not Reimbursed,86,Step Therapy,7343
MA0891,PPA089,D291,R007,Medium,Partially Reimbursed,60,Quantity Limit,2384
MA0892,PPA089,D068,R002,Low,Not Reimbursed,69,None,3710
MA0893,PPA089,D157,R006,Medium,Partially Reimbursed,50,None,3297
MA0894,PPA089,D088,R002,Low,Not Reimbursed,100,Quantity Limit,4653
MA0895,PPA090,D012,R004,Medium,Partially Reimbursed,53,None,5751
MA0896,PPA090,D043,R005,Medium,Partially Reimbursed,58,Quantity Limit,1535
MA0897,PPA090,D276,R007,High,Partially Reimbursed,38,Prior Authorization,6909
MA0898,PPA090,D229,R006,Medium,Reimbursed,57,Step Therapy,6886
MA0899,PPA090,D347,R001,High,Partially Reimbursed,48,None,3504
MA0900,PPA090,D344,R007,Medium,Partially Reimbursed,63,Quantity Limit,1183
MA0901,PPA090,D045,R004,Low,Not Reimbursed,55,None,4578
MA0902,PPA090,D263,R008,Medium,Reimbursed,59,Step Therapy,2343
MA0903,PPA091,D096,R004,Medium,Reimbursed,72,Quantity Limit,6934
MA0904,PPA091,D196,R006,High,Reimbursed,25,None,4641
MA0905,PPA091,D149,R005,Medium,Not Reimbursed,34,Step Therapy,6027
MA0906,PPA091,D284,R001,Low,Not Reimbursed,77,Quantity Limit,7899
MA0907,PPA091,D252,R001,Low,Not Reimbursed,73,Step Therapy,9525
MA0908,PPA091,D022,R003,High,Partially Reimbursed,20,None,2494
MA0909,PPA091,D155,R010,Medium,Partially Reimbursed,74,None,2775
MA0910,PPA091,D300,R009,High,Reimbursed,36,Prior Authorization,5932
MA0911,PPA092,D149,R006,Low,Partially Reimbursed,70,Quantity Limit,5032
MA0912,PPA092,D150,R008,Medium,Partially Reimbursed,74,Prior Authorization,8855
MA0913,PPA092,D272,R002,Low,Partially Reimbursed,59,None,8589
MA0914,PPA092,D328,R001,Medium,Partially Reimbursed,61,Step Therapy,2771
MA0915,PPA092,D040,R008,High,Reimbursed,42,None,3187
MA0916,PPA093,D315,R010,Low,Partially Reimbursed,64,Prior Authorization,3538
MA0917,PPA093,D354,R005,High,Not Reimbursed,37,Prior Authorization,1930
MA0918,PPA093,D270,R004,High,Reimbursed,40,Step Therapy,796
MA0919,PPA093,D273,R004,High,Reimbursed,42,None,7785
MA0920,PPA093,D365,R009,High,Not Reimbursed,12,None,268
MA0921,PPA093,D283,R009,High,Partially Reimbursed,48,None,3377
MA0922,PPA093,D360,R006,High,Partially Reimbursed,11,None,4644
MA0923,PPA093,D059,R008,Low,Partially Reimbursed,60,Quantity Limit,4062
MA0924,PPA093,D214,R004,Low,Not Reimbursed,56,Quantity Limit,329
MA0925,PPA093,D236,R008,Low,Partially Reimbursed,62,Quantity Limit,2914
MA0926,PPA093,D040,R001,Low,Reimbursed,96,Prior Authorization,3606
MA0927,PPA093,D060,R009,Low,Not Reimbursed,80,Prior Authorization,9756
MA0928,PPA093,D068,R003,High,Reimbursed,16,None,5913
MA0929,PPA094,D218,R002,Medium,Reimbursed,56,Prior Authorization,7111
MA0930,PPA094,D110,R008,High,Partially Reimbursed,40,Quantity Limit,6120
MA0931,PPA094,D264,R008,High,Reimbursed,41,Prior Authorization,6594
MA0932,PPA094,D117,R006,Medium,Partially Reimbursed,73,None,2448
MA0933,PPA094,D209,R001,Medium,Partially Reimbursed,67,Quantity Limit,2864
MA0934,PPA094,D058,R004,High,Reimbursed,22,None,9847
MA0935,PPA094,D161,R002,Medium,Reimbursed,57,Step Therapy,4663
MA0936,PPA094,D064,R003,Low,Not Reimbursed,87,Prior Authorization,6657
MA0937,PPA094,D239,R007,Medium,Partially Reimbursed,68,Quantity Limit,8038
MA0938,PPA094,D057,R004,Low,Partially Reimbursed,99,Step Therapy,2101
MA0939,PPA094,D267,R010,Medium,Partially Reimbursed,44,Step Therapy,2305
MA0940,PPA095,D051,R001,Low,Reimbursed,54,Step Therapy,8618
MA0941,PPA095,D028,R002,Medium,Partially Reimbursed,42,Prior Authorization,8257
MA0942,PPA095,D035,R007,Medium,Partially Reimbursed,64,Prior Authorization,8956
MA0943,PPA095,D256,R004,Low,Reimbursed,98,None,7151
MA0944,PPA095,D348,R004,High,Reimbursed,30,Step Therapy,7350
MA0945,PPA096,D019,R008,Medium,Partially Reimbursed,52,Quantity Limit,4760
MA0946,PPA096,D017,R005,Medium,Reimbursed,67,None,6103
MA0947,PPA096,D091,R002,Medium,Not Reimbursed,67,None,5691
MA0948,PPA096,D286,R007,Medium,Reimbursed,52,Quantity Limit,6849
MA0949,PPA096,D338,R007,Medium,Reimbursed,45,Prior Authorization,5213
MA0950,PPA096,D156,R007,Low,Reimbursed,94,Prior Authorization,5095
MA0951,PPA096,D362,R006,High,Reimbursed,11,None,712
MA0952,PPA096,D085,R005,Medium,Partially Reimbursed,57,Step Therapy,7000
MA0953,PPA096,D252,R009,Medium,Reimbursed,60,Step Therapy,5285
MA0954,PPA096,D221,R006,Medium,Partially Reimbursed,50,Step Therapy,8101
MA0955,PPA096,D069,R004,High,Partially Reimbursed,23,None,8337
MA0956,PPA096,D160,R005,Low,Partially Reimbursed,89,Prior Authorization,7243
MA0957,PPA097,D255,R003,Medium,Reimbursed,63,Step Therapy,3536
MA0958,PPA097,D326,R006,Medium,Partially Reimbursed,71,Quantity Limit,8368
MA0959,PPA097,D039,R009,Medium,Partially Reimbursed,64,Prior Authorization,6888
MA0960,PPA097,D275,R007,Medium,Reimbursed,62,Step Therapy,9071
MA0961,PPA097,D110,R010,High,Partially Reimbursed,50,Prior Authorization,3156
MA0962,PPA097,D148,R008,Low,Not Reimbursed,92,Quantity Limit,7756
MA0963,PPA097,D136,R006,Medium,Not Reimbursed,64,Quantity Limit,7206
MA0964,PPA097,D025,R006,Low,Not Reimbursed,53,Step Therapy,6068
MA0965,PPA098,D076,R003,Medium,Partially Reimbursed,32,Prior Authorization,4568
MA0966,PPA098,D124,R003,High,Reimbursed,27,Prior Authorization,2983
MA0967,PPA098,D078,R002,Low,Not Reimbursed,96,Step Therapy,426
MA0968,PPA098,D351,R007,High,Partially Reimbursed,15,None,4982
MA0969,PPA098,D154,R003,High,Not Reimbursed,36,Step Therapy,1579
MA0970,PPA098,D223,R003,Medium,Not Reimbursed,38,Prior Authorization,9454
MA0971,PPA098,D211,R002,Low,Not Reimbursed,57,Step Therapy,9609
MA0972,PPA098,D164,R001,Low,Partially Reimbursed,55,Prior Authorization,2103
MA0973,PPA098,D033,R008,Medium,Partially Reimbursed,67,Step Therapy,3965
MA0974,PPA098,D325,R004,Medium,Reimbursed,36,None,4598
MA0975,PPA098,D105,R005,Medium,Partially Reimbursed,67,None,8840
MA0976,PPA098,D212,R010,Medium,Partially Reimbursed,37,Prior Authorization,7043
MA0977,PPA099,D350,R009,High,Partially Reimbursed,34,None,6538
MA0978,PPA099,D127,R007,Medium,Partially Reimbursed,45,Prior Authorization,2725
MA0979,PPA099,D143,R010,Medium,Partially Reimbursed,71,Step Therapy,655
MA0980,PPA099,D075,R007,Medium,Not Reimbursed,61,Step Therapy,6865
MA0981,PPA099,D186,R008,Medium,Partially Reimbursed,36,Quantity Limit,4375
MA0982,PPA099,D244,R003,Low,Reimbursed,76,Step Therapy,9073
MA0983,PPA099,D189,R006,Low,Partially Reimbursed,94,None,953
MA0984,PPA099,D158,R004,Low,Not Reimbursed,90,Prior Authorization,2329
MA0985,PPA099,D011,R010,High,Reimbursed,50,None,9534
MA0986,PPA099,D331,R004,High,Reimbursed,25,None,2231
MA0987,PPA099,D311,R009,Low,Not Reimbursed,100,Quantity Limit,7497
MA0988,PPA099,D018,R002,Medium,Not Reimbursed,38,Prior Authorization,9816
MA0989,PPA100,D145,R001,Low,Not Reimbursed,66,Prior Authorization,6128
MA0990,PPA100,D102,R001,High,Not Reimbursed,17,None,8715
MA0991,PPA100,D044,R006,Medium,Partially Reimbursed,59,Quantity Limit,8196
MA0992,PPA100,D213,R007,High,Reimbursed,23,None,4461
MA0993,PPA100,D189,R003,Medium,Partially Reimbursed,54,None,3485
MA0994,PPA100,D094,R001,Low,Partially Reimbursed,68,Step Therapy,3202
MA0995,PPA100,D202,R005,Medium,Reimbursed,39,None,4389
MA0996,PPA100,D194,R003,High,Partially Reimbursed,25,None,7606
MA0997,PPA100,D293,R009,High,Reimbursed,18,Step Therapy,6613
MA0998,PPA100,D115,R001,Low,Partially Reimbursed,74,Step Therapy,9884
MA0999,PPA101,D038,R010,Medium,Partially Reimbursed,38,Quantity Limit,9267
MA1000,PPA101,D049,R010,High,Reimbursed,26,None,8174
MA1001,PPA101,D286,R010,Medium,Not Reimbursed,38,None,8790
MA1002,PPA101,D031,R006,Medium,Reimbursed,37,Prior Authorization,2195
MA1003,PPA101,D027,R008,Medium,Not Reimbursed,47,Step Therapy,7146
MA1004,PPA101,D171,R001,Medium,Not Reimbursed,46,Step Therapy,4421
MA1005,PPA101,D121,R003,Low,Partially Reimbursed,60,Prior Authorization,8149
MA1006,PPA101,D242,R007,High,Reimbursed,50,Step Therapy,971
MA1007,PPA101,D182,R004,High,Reimbursed,24,None,7804
MA1008,PPA102,D084,R010,High,Partially Reimbursed,27,None,9695
MA1009,PPA102,D362,R006,High,Reimbursed,10,None,9451
MA1010,PPA102,D240,R005,High,Reimbursed,14,None,8261
MA1011,PPA102,D224,R002,Low,Reimbursed,71,None,2098
MA1012,PPA102,D060,R008,Medium,Partially Reimbursed,36,Quantity Limit,2619
MA1013,PPA102,D254,R002,High,Reimbursed,40,None,4512
MA1014,PPA102,D021,R004,Low,Not Reimbursed,71,Quantity Limit,7523
MA1015,PPA102,D227,R003,Medium,Not Reimbursed,66,None,897
MA1016,PPA102,D183,R003,Low,Partially Reimbursed,53,Step Therapy,9064
